count, gb id, description, protein id, length
2121, CP013614.1, Enterococcus silesiacus, ALS03195.1, 405
2123, CP001511.1, Methylorubrum extorquens AM1, ACS43285.1, 441
2124, CP001052.1, Paraburkholderia phytofirmans PsJN, ACD15306.1, 493
2125, CP003344.1, Desulfitobacterium dichloroeliminans LMG P-21439, AGA68985.1, 399
2130, CP000246.1, Clostridium perfringens ATCC 13124, ABG83461.1, 390
2131, CP000246.1, Clostridium perfringens ATCC 13124, ABG84107.1, 393
2136, CP028149.1, Clostridium perfringens, AXH51366.1, 390
2137, CP028149.1, Clostridium perfringens, AXH51369.1, 393
2138, CP009557.1, Clostridium perfringens, ALG47654.1, 390
2139, CP009557.1, Clostridium perfringens, ALG47657.1, 393
2140, CP013101.1, Clostridium perfringens, AOY52694.1, 390
2141, CP013101.1, Clostridium perfringens, AOY52697.1, 393
2142, CP023410.1, Clostridium perfringens, ATD49811.1, 390
2143, CP023410.1, Clostridium perfringens, ATD49808.1, 393
2144, CP010993.1, Clostridium perfringens, AMN31645.1, 390
2145, CP010993.1, Clostridium perfringens, AMN31648.1, 393
2146, CP017106.1, Clostridium perfringens, ASY50365.1, 390
2147, CP017106.1, Clostridium perfringens, ASY50368.1, 393
2148, CP025501.1, Clostridium perfringens, AWS24858.1, 390
2149, CP025501.1, Clostridium perfringens, AWS24861.1, 393
2150, CP019576.1, Clostridium perfringens, AQW25559.1, 390
2151, CP019576.1, Clostridium perfringens, AQW25562.1, 393
2153, CP021111.1, Bordetella genomosp. 13, ARP96981.1, 441
2155, CP019468.1, Clostridium perfringens, AQW22655.1, 390
2156, CP019468.1, Clostridium perfringens, AQW22658.1, 393
2157, CP002432.1, Desulfurispirillum indicum S5, ADU64980.1, 408
2158, CP010994.1, Clostridium perfringens, AMN34489.1, 390
2159, CP010994.1, Clostridium perfringens, AMN34492.1, 393
2160, CP003179.1, Sulfobacillus acidophilus DSM 10332, AEW05728.1, 400
2161, CP002901.1, Sulfobacillus acidophilus TPY, AEJ39591.1, 400
2162, CP026538.1, Desulfovibrio carbinolicus, QAZ67921.1, 459
2163, CP017754.1, Cupriavidus sp. USMAA1020, AOZ07340.1, 458
2164, CP017748.1, Cupriavidus sp. USMAA2-4, AOY93003.1, 458
2169, CP000312.1, Clostridium perfringens SM101, ABG85930.1, 390
2170, CP000312.1, Clostridium perfringens SM101, ABG86657.1, 393
2175, CP001793.1, Paenibacillus sp. Y412MC10, ACX68021.1, 407
2178, CP013655.1, Enterococcus rotai, ALS37351.1, 405
2179, CP003639.1, Desulfosporosinus acidiphilus SJ4, AFM43261.1, 441
2184, CP009909.1, Paenibacillus polymyxa, AIY08915.1, 435
2185, CP006872.1, Paenibacillus polymyxa SQR-21, AHM68175.1, 435
2189, AP018268.1, Scytonema sp. NIES-4073, BAZ21751.1, 445
2190, AP018268.1, Scytonema sp. NIES-4073, BAZ22470.1, 425
2191, AP018268.1, Scytonema sp. NIES-4073, BAZ24799.1, 426
2192, AP018268.1, Scytonema sp. NIES-4073, BAZ24803.1, 427
2193, AP018268.1, Scytonema sp. NIES-4073, BAZ22590.1, 428
2194, AP018268.1, Scytonema sp. NIES-4073, BAZ21025.1, 425
2197, CP018102.1, Enterococcus faecalis, APE72942.1, 405
2198, CP018004.1, Enterococcus faecalis, APC56314.1, 405
2199, AP017623.1, Enterococcus faecalis, BAV36901.1, 405
2200, CP015998.1, Enterococcus faecalis, APS15895.1, 405
2201, CP022488.1, Enterococcus faecalis ARO1/DG, AUC58618.1, 405
2202, CP022488.1, Enterococcus faecalis ARO1/DG, AUC58829.1, 447
2204, LR134312.1, Enterococcus faecalis, VEE96792.1, 405
2205, CP025020.1, Enterococcus faecalis OG1RF, AZV34473.1, 405
2206, CP002621.1, Enterococcus faecalis OG1RF, AEA94413.1, 405
2207, CP025021.1, Enterococcus faecalis, AZV97316.1, 405
2208, CP014949.1, Enterococcus faecalis, AMR94987.1, 405
2209, HF558530.1, Enterococcus faecalis str. Symbioflor 1, CCO72859.1, 405
2210, CP022059.2, Enterococcus faecalis, ASE66421.1, 405
2211, CP015883.1, Enterococcus faecalis, ARV04069.1, 405
2212, CP015883.1, Enterococcus faecalis, ARV04251.1, 461
2213, AP018543.1, Enterococcus faecalis, BBD28410.1, 405
2214, AP018543.1, Enterococcus faecalis, BBD28649.1, 447
2216, AP018538.1, Enterococcus faecalis, BBD25369.1, 405
2217, AP018538.1, Enterococcus faecalis, BBD25608.1, 447
2221, CP028285.1, Enterococcus faecalis, AVR92315.1, 405
2222, CP008816.1, Enterococcus faecalis ATCC 29212, AIL05031.1, 405
2223, CP008816.1, Enterococcus faecalis ATCC 29212, AIL03767.1, 447
2224, CP004081.1, Enterococcus faecalis DENG1, AHI41143.1, 405
2225, CP033787.1, Enterococcus faecalis, AYZ07556.1, 405
2227, CP003726.1, Enterococcus faecalis D32, AFO44660.1, 405
2228, CP022712.1, Enterococcus faecalis, ASU25364.1, 405
2229, CP022712.1, Enterococcus faecalis, ASU25783.1, 447
2230, CP015410.2, Enterococcus faecalis, ANU73322.1, 405
2231, CP015410.2, Enterococcus faecalis, ANU73734.1, 447
2232, CP031027.1, Enterococcus faecalis, AXG88916.1, 405
2233, CP031027.1, Enterococcus faecalis, AXG89149.1, 447
2234, FP929058.1, Enterococcus faecalis, CBL31987.1, 405
2235, FP929058.1, Enterococcus faecalis, CBL32157.1, 447
2236, CP019512.1, Enterococcus faecalis, AQL54092.1, 405
2237, CP019512.1, Enterococcus faecalis, AQL54325.1, 447
2238, CP029612.1, Enterococcus faecalis, AWQ40273.1, 405
2239, CP029612.1, Enterococcus faecalis, AWQ40487.1, 447
2240, AE016830.1, Enterococcus faecalis V583, AAO81914.1, 405
2241, AE016830.1, Enterococcus faecalis V583, AAO82202.1, 447
2242, CP013737.1, Herbaspirillum rubrisubalbicans M1, ALU87684.1, 429
2244, CP034452.1, Mesorhizobium sp. M6A.T.Cr.TU.016.01.1.1, AZO63871.1, 510
2250, CP002491.1, Enterococcus faecalis 62, ADX80690.1, 405
2253, CP020979.1, Xanthomonas citri pv. phaseoli var. fuscans, ATS40895.1, 392
2254, CP020983.1, Xanthomonas citri pv. phaseoli var. fuscans, ATS49369.1, 392
2256, CP026536.1, Enterobacter cloacae, QAZ63453.1, 407
2257, CP003587.1, Gloeobacter kilaueensis JS1, AGY59714.1, 420
2261, LT629972.1, Pseudomonas fuscovaginae, SEI22809.1, 453
2262, LT629787.1, Pseudomonas salegens, SDU36004.1, 420
2264, KF991096.1, Xanthomonas citri pv. punicae, AIM48023.1, 409
2265, CP014222.1, Janthinobacterium sp. B9-8, AMC36766.1, 397
2267, LN847264.1, Pseudomonas sp. CCOS 191, CRI59812.1, 446
2270, CP003284.1, Anabaena sp. 90, AFW95339.1, 419
2271, CP003284.1, Anabaena sp. 90, AFW95212.1, 443
2272, CP013102.1, Paraburkholderia caribensis, ALP62201.1, 468
2273, CP026101.1, Paraburkholderia caribensis, AUT52571.1, 468
2275, CP026520.1, Paenibacillus chitinolyticus, QAV17081.1, 402
2277, CP025957.1, Paenibacillus polymyxa, AUS28822.1, 435
2282, LT896716.1, Geobacter sp. DSM 9736, SNB46631.1, 428
2284, DQ311660.2, Rhizobium tropici CIAT 899, ABC47694.2, 460
2286, CP019666.1, Burkholderia cenocepacia, AQQ19337.1, 439
2289, CP028288.1, Acidovorax avenae subsp. avenae, AVS65957.1, 426
2291, CP028289.1, Acidovorax avenae subsp. avenae, AVS69625.1, 436
2292, CP002581.1, Burkholderia plantarii, AJK49547.1, 463
2293, CP010268.1, Paenibacillus polymyxa, AJE52192.1, 435
2300, CP026512.1, Candidatus Pseudomonas adelgestsugas, QAX82153.1, 452
2301, CP003943.1, Calothrix sp. PCC 7507, AFY36209.1, 412
2302, CP003943.1, Calothrix sp. PCC 7507, AFY30876.1, 429
2303, CP003943.1, Calothrix sp. PCC 7507, AFY35631.1, 428
2304, CP003943.1, Calothrix sp. PCC 7507, AFY34236.1, 431
2306, CP032616.1, Pseudomonas sp. DY-1, AYF89599.1, 491
2307, CP007213.1, Burkholderia plantarii, ALK33780.1, 463
2308, CP000154.2, Paenibacillus polymyxa E681, ADM72096.2, 435
2309, CP015423.1, Paenibacillus polymyxa, AOK90075.1, 435
2310, CP017968.3, Paenibacillus polymyxa, APB74066.1, 435
2313, CP002056.1, Methylotenera versatilis 301, ADI29630.1, 426
2315, CP013203.1, Paenibacillus sp. IHB B 3084, ALP37325.1, 435
2316, CP012871.1, [Enterobacter] lignolyticus, ALR77305.1, 410
2318, CP017290.1, Pseudomonas sp. LPH1, AQZ31904.1, 455
2319, CP034655.1, Xanthomonas campestris pv. musacearum NCPPB 4379, AZR33066.1, 392
2320, CP000127.1, Nitrosococcus oceani ATCC 19707, ABA57729.1, 416
2321, CP000127.1, Nitrosococcus oceani ATCC 19707, ABA58641.1, 396
2323, CP002272.1, [Enterobacter] lignolyticus SCF1, ADO47914.1, 410
2326, CP000386.1, Rubrobacter xylanophilus DSM 9941, ABG06024.1, 436
2327, CP000510.1, Psychromonas ingrahamii 37, ABM05143.1, 440
2330, CP023687.1, Acidovorax citrulli, ATG96731.1, 429
2334, CP023522.1, Burkholderia gladioli pv. gladioli, ATF85300.1, 466
2337, CP033430.1, Burkholderia gladioli, AYQ87475.1, 466
2340, CP034433.1, Iodobacter sp. H11R3, AZN37869.1, 395
2342, CP016091.1, Clostridium saccharobutylicum, AQS11949.1, 419
2344, CP006721.1, Clostridium saccharobutylicum DSM 13864, AGX45163.1, 419
2346, CP016092.1, Clostridium saccharobutylicum, AQS16328.1, 419
2348, CP016086.1, Clostridium saccharobutylicum, AQR92442.1, 419
2350, CP016089.1, Clostridium saccharobutylicum, AQS02345.1, 419
2352, CP031842.1, Dechloromonas sp. HYN0024, AXS80356.1, 454
2355, CP009832.1, Burkholderia multivorans ATCC BAA-247, AJY19252.1, 405
2356, CP020397.1, Burkholderia multivorans, AVR21322.1, 405
2359, CP028133.1, Aeromonas veronii, AXV20070.1, 438
2360, AP018180.1, Nostoc carneum NIES-2107, BAY31827.1, 450
2361, AP018180.1, Nostoc carneum NIES-2107, BAY33462.1, 427
2362, AP018180.1, Nostoc carneum NIES-2107, BAY31961.1, 431
2363, AP018180.1, Nostoc carneum NIES-2107, BAY31533.1, 425
2364, AP018180.1, Nostoc carneum NIES-2107, BAY34798.1, 429
2365, AP018180.1, Nostoc carneum NIES-2107, BAY31600.1, 419
2366, CP003281.1, Belliella baltica DSM 15883, AFL85070.1, 412
2368, AP018492.1, Melissococcus plutonius, BBC61227.1, 405
2369, AP018524.1, Melissococcus plutonius, BBD15087.1, 405
2371, CP006683.1, Melissococcus plutonius S1, AIM24807.1, 405
2372, AP018526.1, Melissococcus plutonius, BBD16526.1, 405
2373, CP011602.1, Phytobacter ursingii, AKL11246.1, 481
2377, AP014637.1, Pseudomonas sp. StFLB209, BAP46044.1, 412
2379, CP001291.1, Cyanothece sp. PCC 7424, ACK72615.1, 425
2380, CP001291.1, Cyanothece sp. PCC 7424, ACK68794.1, 430
2382, MH325888.1, Citrobacter braakii, AWU66589.1, 492
2383, CP030932.1, Enterococcus gilvus, AXG38673.1, 402
2384, CP026235.1, Citrobacter freundii complex sp. CFNIH3, AUV26929.1, 492
2389, AP018207.1, Calothrix brevissima NIES-22, BAY64607.1, 433
2390, AP018207.1, Calothrix brevissima NIES-22, BAY61817.1, 426
2391, CP012504.1, Aeromonas veronii, AMQ43851.1, 438
2392, CP003646.1, Gloeocapsa sp. PCC 7428, AFZ32624.1, 450
2399, LT976871.1, Cupriavidus taiwanensis, SOY88847.1, 408
2400, LT984801.1, Cupriavidus taiwanensis, SPD41129.1, 408
2401, CP011382.1, Calothrix sp. 336/3, AKG24646.1, 427
2402, CP011382.1, Calothrix sp. 336/3, AKG20962.1, 419
2403, CP011382.1, Calothrix sp. 336/3, AKG23985.1, 426
2406, CP001037.1, Nostoc punctiforme PCC 73102, ACC82895.1, 448
2407, LN890655.2, Candidatus Promineofilum breve, CUS02788.2, 431
2408, LN890655.2, Candidatus Promineofilum breve, CUS04171.2, 427
2412, CP009048.1, Pseudomonas alkylphenolica, AIL60617.1, 460
2414, CP034454.1, Mesorhizobium sp. M8A.F.Ca.ET.057.01.1.1, AZO55833.1, 500
2418, CP003985.1, Desulfocapsa sulfexigens DSM 10523, AGF78544.1, 462
2419, CP003985.1, Desulfocapsa sulfexigens DSM 10523, AGF78528.1, 459
2420, CP003985.1, Desulfocapsa sulfexigens DSM 10523, AGF78945.1, 429
2421, CP003593.1, Pseudanabaena sp. PCC 7367, AFY72029.1, 420
2422, CP000655.1, Polynucleobacter asymbioticus QLW-P1DMWA-1, ABP33540.1, 455
2423, CP001344.1, Cyanothece sp. PCC 7425, ACL46516.1, 429
2425, CP001344.1, Cyanothece sp. PCC 7425, ACL44094.1, 420
2426, CP001344.1, Cyanothece sp. PCC 7425, ACL43487.1, 431
2427, CP001344.1, Cyanothece sp. PCC 7425, ACL44611.1, 422
2431, CP016210.1, Azoarcus olearius, ANQ86756.1, 467
2432, CP026226.1, Aeromonas sp. ASNIH7, AUV15545.1, 438
2436, CP025705.1, Aeromonas caviae, AXB01961.1, 438
2439, CP015136.1, Luteitalea pratensis, AMY10070.1, 401
2440, CP015136.1, Luteitalea pratensis, AMY11758.1, 407
2445, LT629785.1, Pseudomonas pohangensis, SDU34336.1, 445
2447, AE017282.2, Methylococcus capsulatus str. Bath, AAU91390.1, 415
2448, AE017282.2, Methylococcus capsulatus str. Bath, AAU93083.1, 417
2450, CP000613.2, Rhodospirillum centenum SW, ACI98251.1, 465
2452, CP004015.1, Rhizobium tropici CIAT 899, AGB73011.1, 460
2453, CP004015.1, Rhizobium tropici CIAT 899, AGB70768.1, 421
2454, AP012337.1, Caldilinea aerophila DSM 14535 = NBRC 104270, BAL98248.1, 427
2456, AM406670.1, Azoarcus sp. BH72, CAL96212.1, 469
2458, AB777477.1, Aggregatibacter actinomycetemcomitans, BAO56811.1, 402
2459, CP011503.1, Burkholderia pyrrocinia, AKM00508.1, 464
2460, CP011503.1, Burkholderia pyrrocinia, AKM00511.1, 462
2462, AP014520.1, Aggregatibacter actinomycetemcomitans NUM4039, BAS49354.1, 398
2466, AP014815.1, Geminocystis sp. NIES-3708, BAQ61815.1, 458
2468, CP032689.1, Rhizobium sp. CCGE532, AYG74300.1, 459
2473, LS483306.1, Enterococcus cecorum, SQE55619.1, 401
2474, KC999966.1, Aeromonas hydrophila, AID70934.1, 438
2477, FP929003.1, Nitrospira defluvii, CBK43118.1, 449
2487, GU574442.1, Burkholderia pseudomallei, ADE44322.1, 463
2489, HM852062.1, Burkholderia pseudomallei, ADQ27812.1, 463
2491, HM852063.1, Burkholderia pseudomallei, ADQ27826.1, 463
2493, HQ023427.1, Burkholderia pseudomallei, ADQ27849.1, 463
2495, CP009474.1, Burkholderia pseudomallei MSHR840, AJX70815.1, 463
2501, CP030760.1, Rhizobium leguminosarum, AXA41379.1, 439
2512, CP012746.1, Paraburkholderia caribensis MBA4, ALL64339.1, 460
2513, CP000245.1, Ramlibacter tataouinensis TTB310, AEG91955.1, 448
2519, HE798556.1, Stenotrophomonas maltophilia D457, CCH11117.1, 473
2521, CP009435.1, Burkholderia glumae LMG 2196 = ATCC 33617, AJY65471.1, 457
2522, CP009435.1, Burkholderia glumae LMG 2196 = ATCC 33617, AJY67535.1, 478
2525, CP001503.2, Burkholderia glumae BGR1, ACR27926.1, 457
2526, CP001503.2, Burkholderia glumae BGR1, ACR27924.1, 478
2529, CP016474.1, Synechococcus sp. PCC 7003, ANV84727.1, 415
2534, AP018318.1, Nostoc sp. HK-01, BBD57358.1, 418
2537, LT629740.1, Mucilaginibacter mallensis, SDT53007.1, 414
2538, CP029256.1, Christensenella minuta, AYH39204.1, 432
2540, LT629703.1, Afipia sp. GAS231, SDO34591.1, 449
2541, CP035495.1, Xylanibacterium sp. 2JSPR-7, QAY63406.1, 406
2545, CP001337.1, Chloroflexus aggregans DSM 9485, ACL24459.1, 422
2546, CP001337.1, Chloroflexus aggregans DSM 9485, ACL25620.1, 408
2550, JN581994.1, Burkholderia pseudomallei, AEO78370.1, 464
2551, JN581994.1, Burkholderia pseudomallei, AEO78367.1, 462
2552, JN581995.1, Burkholderia pseudomallei, AEO78395.1, 464
2553, JN581995.1, Burkholderia pseudomallei, AEO78392.1, 462
2554, JN581993.1, Burkholderia pseudomallei, AEO78345.1, 464
2555, JN581993.1, Burkholderia pseudomallei, AEO78342.1, 462
2557, JN581996.1, Burkholderia pseudomallei, AEO78420.1, 464
2558, JN581996.1, Burkholderia pseudomallei, AEO78417.1, 462
2559, CP003976.1, Burkholderia pseudomallei NCTC 13179, AGZ27279.1, 464
2563, CP008777.1, Burkholderia pseudomallei 576, AIO94367.1, 464
2567, CP016636.1, Burkholderia pseudomallei, ANW56019.1, 464
2568, CP016636.1, Burkholderia pseudomallei, ANW56016.1, 462
2571, CP016638.1, Burkholderia pseudomallei, ANW50007.1, 464
2572, CP016638.1, Burkholderia pseudomallei, ANW50004.1, 462
2575, CP018383.1, Burkholderia pseudomallei, ARK96350.1, 464
2576, CP018383.1, Burkholderia pseudomallei, ARK96347.1, 462
2581, CP029096.1, Pseudomonas aeruginosa, AWE96066.1, 465
2582, LT969519.1, Pseudomonas aeruginosa, SOV26096.1, 465
2583, CP002355.1, Sulfuricurvum kujiense DSM 16994, ADR34775.1, 405
2584, HM011508.1, Paenibacillus alvei, ADG29288.1, 434
2588, AP017295.1, Nostoc sp. NIES-3756, BAT55524.1, 419
2589, AP017295.1, Nostoc sp. NIES-3756, BAT55546.1, 430
2591, CP016094.1, Lacunisphaera limnophila, AOS45753.1, 417
2595, CP023737.1, Methylosinus trichosporium OB3b, ATQ69897.1, 425
2597, CP000133.1, Rhizobium etli CFN 42, ABC89568.1, 443
2598, CP000909.1, Chloroflexus aurantiacus J-10-fl, ABY35319.1, 422
2599, CP000909.1, Chloroflexus aurantiacus J-10-fl, ABY34956.1, 410
2600, CP001364.1, Chloroflexus aurantiacus Y-400-fl, ACM53668.1, 422
2601, CP001364.1, Chloroflexus aurantiacus Y-400-fl, ACM53290.1, 410
2602, CP013386.1, Burkholderia sp. BDU6, AOJ02742.1, 464
2603, CP013386.1, Burkholderia sp. BDU6, AOJ02740.1, 462
2606, CP000316.1, Polaromonas sp. JS666, ABE45897.1, 457
2608, AF390573.1, Vibrio cholerae O37, AAM22592.1, 429
2610, CP000099.1, Methanosarcina barkeri str. Fusaro, AAZ69355.1, 410
2611, CP009526.1, Methanosarcina barkeri str. Wiesmoor, AKB49880.1, 410
2613, AP018269.1, Cylindrospermum sp. NIES-4074, BAZ29612.1, 421
2616, CP020370.1, Candidatus Thiodictyon syntrophicum, AUB83884.1, 428
2619, CP020100.1, Pseudomonas sp. S-6-2, AQZ95274.1, 453
2621, LT906662.1, Thermoanaerobacterium sp. RBIITD, SNX52862.1, 403
2623, CP009286.1, Paenibacillus stellifer, AIQ65803.1, 423
2625, CP001322.1, Desulfatibacillum alkenivorans AK-01, ACL01719.1, 445
2626, JF745808.1, Burkholderia sp. MSMB175, AEO78252.1, 465
2630, CP013448.1, Burkholderia sp. Bp7605, AOK28974.1, 465
2633, CP014231.1, Leptotrichia sp. oral taxon 847, AMD95120.1, 420
2634, CP035704.1, Xanthomonadaceae bacterium AQ6-296, QBB72537.1, 407
2636, CP015999.1, Burkholderia sp. KK1, AQH00337.1, 456
2637, CP015999.1, Burkholderia sp. KK1, AQG99459.1, 478
2639, JN581998.1, Burkholderia thailandensis, AEO78450.1, 469
2640, JN581997.1, Burkholderia thailandensis, AEO78434.1, 469
2641, JF745807.1, Burkholderia ubonensis, AEO78222.1, 464
2642, JF745807.1, Burkholderia ubonensis, AEO78225.1, 462
2643, CP004097.1, Burkholderia thailandensis 2002721723, AHI72040.1, 469
2646, CP008914.2, Burkholderia thailandensis, AIP64763.1, 469
2649, CP013360.1, Burkholderia thailandensis, AOI51105.1, 469
2652, CP004117.1, Burkholderia thailandensis E444, AHI77388.1, 469
2655, CP022217.1, Burkholderia thailandensis, AWY67008.1, 469
2658, CP004381.1, Burkholderia thailandensis E254, AIT20113.1, 469
2661, CP009601.1, Burkholderia thailandensis 2002721643, AJX99361.1, 469
2664, CP000086.1, Burkholderia thailandensis E264, ABC39249.1, 469
2667, CP020390.1, Burkholderia thailandensis, AVR11588.1, 469
2670, CP004089.1, Burkholderia thailandensis H0587, AHI63104.1, 469
2673, CP013409.1, Burkholderia thailandensis, AOJ50138.1, 469
2676, CP020392.1, Burkholderia thailandensis, AVR25547.1, 469
2679, CP022214.1, Burkholderia thailandensis, AWY58822.1, 469
2682, CP004383.1, Burkholderia thailandensis USAMRU Malaysia #20, AIC88540.1, 469
2685, CP004385.1, Burkholderia thailandensis MSMB59, AIS95440.1, 469
2688, CP013407.1, Burkholderia thailandensis, AOJ46154.1, 469
2691, CP008785.1, Burkholderia thailandensis E264, AIP24774.1, 469
2694, CP008726.1, Burkholderia oklahomensis, AIO67344.1, 469
2697, CP013357.1, Burkholderia oklahomensis EO147, AOI41507.1, 469
2700, CU633750.1, Cupriavidus taiwanensis LMG 19424, CAQ72506.1, 427
2702, LT978514.1, Cupriavidus taiwanensis, SPC21362.1, 427
2704, LT976874.1, Cupriavidus taiwanensis, SOZ08663.1, 427
2706, LT976872.1, Cupriavidus taiwanensis, SOZ42324.1, 427
2708, LT984802.1, Cupriavidus taiwanensis, SPD55502.1, 427
2710, LT976873.1, Cupriavidus taiwanensis, SOZ10999.1, 427
2714, JQ783347.1, Burkholderia thailandensis, AFU10508.1, 463
2716, CP010017.1, Burkholderia thailandensis 34, AJY29553.1, 463
2720, CP013411.1, Burkholderia thailandensis, AOJ57628.1, 463
2732, LR134382.1, Bordetella hinzii, VEH27366.1, 428
2740, CP003346.1, Echinicola vietnamensis DSM 17526, AGA78835.1, 426
2744, CP004377.1, Burkholderia pseudomallei NAU35A-3, AIS87150.1, 469
2747, CP009162.1, Burkholderia pseudomallei K42, AIV61839.1, 469
2750, CP008758.1, Burkholderia pseudomallei, AIO89891.1, 469
2753, CP008781.1, Burkholderia pseudomallei, AIO15474.1, 469
2759, CP000572.1, Burkholderia pseudomallei 1106a, ABN92520.1, 465
2762, CP003781.1, Burkholderia pseudomallei BPC006, AFR17026.1, 465
2768, CP009271.1, Burkholderia pseudomallei MSHR1153, AIV51153.1, 469
2771, CP008755.1, Burkholderia pseudomallei, AIO87869.1, 469
2774, CP009298.1, Burkholderia pseudomallei 406e, AJW91555.1, 469
2777, CP009128.1, Burkholderia pseudomallei, AIP70544.1, 469
2783, CP023775.1, Burkholderia pseudomallei, AYE28436.1, 469
2786, CP009485.1, Burkholderia pseudomallei MSHR491, AJX21703.1, 469
2789, CP019042.1, Burkholderia pseudomallei, AUL57936.1, 469
2792, CP033703.1, Burkholderia pseudomallei, AYX29160.1, 469
2795, CP001408.1, Burkholderia pseudomallei MSHR346, ACQ98013.1, 465
2798, CP008764.1, Burkholderia pseudomallei, AIP09572.1, 469
2804, CP009551.1, Burkholderia pseudomallei PB08298010, AJX96441.1, 469
2807, CP009478.1, Burkholderia pseudomallei MSHR2543, AJX76959.1, 469
2810, CP013244.1, Caulobacteraceae bacterium OTSz_A_272, ANP46823.1, 443
2811, CP000570.1, Burkholderia pseudomallei 668, ABN85061.1, 465
